Row;Column;BRISONr;Year;Location;Subtrial;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Stripe_rust;Powdery_mildew;Leaf_rust;Septoria;DTR;Fusarium;Sedimentation;Crude_protein;Falling_number
18;30;BRISONr_114;2015;KAL;1;HN_WF;B2;301;318;155;197;95.33;108.4;NA;NA;NA;NA;488;3;NA;NA;NA;NA;NA;19.5;14.2;385
16;35;BRISONr_115;2015;KAL;1;HN_WF;B2;301;319;148;192;93.33;123.61;NA;NA;NA;NA;448;0;NA;NA;NA;NA;NA;28.8;13.9;411
14;37;BRISONr_116;2015;KAL;1;HN_WF;B2;301;318;152;192;93.67;112.3;NA;NA;NA;NA;368;2;NA;NA;NA;NA;NA;18.4;13.6;469
12;26;BRISONr_117;2015;KAL;1;HN_WF;B2;301;319;147;191;96.83;117.5;NA;NA;NA;NA;536;3;NA;NA;NA;NA;NA;28.7;15.3;409
15;29;BRISONr_118;2015;KAL;1;HN_WF;B2;301;318;148;192;91;124.93;NA;NA;NA;NA;560;1;NA;NA;NA;NA;NA;24.2;14.1;442
15;37;BRISONr_119;2015;KAL;1;HN_WF;B2;301;318;148;197;98;109.93;NA;NA;NA;NA;552;2;NA;NA;NA;NA;NA;25.7;14.1;470
16;29;BRISONr_120;2015;KAL;1;HN_WF;B2;301;318;155;197;96.67;107.19;NA;NA;NA;NA;520;1;NA;NA;NA;NA;NA;42.7;14.6;454
18;33;BRISONr_121;2015;KAL;1;HN_WF;B2;301;318;147;197;92;108.96;NA;NA;NA;NA;576;4;NA;NA;NA;NA;NA;27.8;13.7;403
19;29;BRISONr_122;2015;KAL;1;HN_WF;B2;301;319;153;196;89.33;112.3;NA;NA;NA;NA;456;3;NA;NA;NA;NA;NA;38.2;14.9;410
18;38;BRISONr_123;2015;KAL;1;HN_WF;B2;301;318;153;197;90.33;104.59;1108;NA;NA;NA;384;3;NA;NA;NA;NA;NA;46.2;15.4;348
19;37;BRISONr_124;2015;KAL;1;HN_WF;B2;301;318;153;197;89.67;114.33;NA;NA;NA;NA;552;1;NA;NA;NA;NA;NA;28.8;15.3;452
20;36;BRISONr_125;2015;KAL;1;HN_WF;B2;301;318;152;196;97.33;120.32;NA;NA;NA;NA;568;3;NA;NA;NA;NA;NA;38.1;16.2;443
21;35;BRISONr_126;2015;KAL;1;HN_WF;B2;301;319;152;192;90.33;110.88;NA;NA;NA;NA;536;1;NA;NA;NA;NA;NA;18;16;356
20;27;BRISONr_127;2015;KAL;1;HN_WF;B2;301;318;152;196;102;103.59;NA;NA;NA;NA;336;1;NA;NA;NA;NA;NA;30.2;14.6;443
20;31;BRISONr_128;2015;KAL;1;HN_WF;B2;301;319;154;197;99.67;121.9;NA;NA;NA;NA;448;1;NA;NA;NA;NA;NA;43.3;15.9;406
21;38;BRISONr_129;2015;KAL;1;HN_WF;B2;301;319;152;191;95;120.01;NA;NA;NA;NA;648;2;NA;NA;NA;NA;NA;30.7;15.1;378
20;35;BRISONr_130;2015;KAL;1;HN_WF;B2;301;319;154;196;94;102.47;NA;NA;NA;NA;736;1;NA;NA;NA;NA;NA;28;14.3;432
22;26;BRISONr_131;2015;KAL;1;HN_WF;B2;301;318;153;196;100.67;107.71;NA;NA;NA;NA;536;3;NA;NA;NA;NA;NA;17.6;13.8;387
22;40;BRISONr_132;2015;KAL;1;HN_WF;B2;301;319;152;192;96.67;115.77;724.8;1351.92;NA;NA;416;1;NA;NA;NA;NA;NA;27;13.9;429
20;37;BRISONr_133;2015;KAL;1;HN_WF;B2;301;317;153;192;100.33;108.99;NA;NA;NA;NA;592;3;NA;NA;NA;NA;NA;52;15.4;412
22;38;BRISONr_134;2015;KAL;1;HN_WF;B2;301;318;152;192;89;101.78;NA;NA;NA;NA;432;2;NA;NA;NA;NA;NA;31.1;14.4;467
21;27;BRISONr_135;2015;KAL;1;HN_WF;B2;301;317;152;197;100.33;101.15;NA;NA;NA;NA;504;2;NA;NA;NA;NA;NA;27.4;14;462
21;26;BRISONr_136;2015;KAL;1;HN_WF;B2;301;318;148;192;102.67;126.4;NA;NA;NA;NA;496;2;NA;NA;NA;NA;NA;38.3;15.4;402
21;39;BRISONr_137;2015;KAL;1;HN_WF;B2;301;318;152;192;95.67;109.7;1217.6;2189.92;NA;NA;288;2;NA;NA;NA;NA;NA;31.5;14.1;477
21;40;BRISONr_138;2015;KAL;1;HN_WF;B2;301;319;153;192;100.33;102.33;NA;NA;NA;NA;600;1;NA;NA;NA;NA;NA;20.4;14.4;392
20;39;BRISONr_139;2015;KAL;1;HN_WF;B2;301;318;153;196;100.67;113.33;NA;NA;NA;NA;504;3;NA;NA;NA;NA;NA;24.8;14.5;386
22;37;BRISONr_140;2015;KAL;1;HN_WF;B2;301;319;152;192;100.83;95.37;NA;NA;NA;NA;664;2;NA;NA;NA;NA;NA;29.1;15.1;337
21;36;BRISONr_141;2015;KAL;1;HN_WF;B2;301;318;148;192;105.33;118.74;NA;NA;NA;NA;440;2;NA;NA;NA;NA;NA;41.6;15.7;377
22;36;BRISONr_142;2015;KAL;1;HN_WF;B2;301;318;152;197;102.67;110.88;NA;NA;NA;NA;384;1;NA;NA;NA;NA;NA;13.5;12.2;404
21;34;BRISONr_143;2015;KAL;1;HN_WF;B2;301;320;152;197;104.83;117.56;NA;NA;NA;NA;384;3;NA;NA;NA;NA;NA;18.7;14.5;364
20;28;BRISONr_144;2015;KAL;1;HN_WF;B2;301;318;153;197;106;109.99;NA;NA;NA;NA;656;2;NA;NA;NA;NA;NA;40.4;15.5;413
20;34;BRISONr_145;2015;KAL;1;HN_WF;B2;301;318;154;192;91.67;107.32;NA;NA;NA;NA;424;4;NA;NA;NA;NA;NA;23.7;15.5;436
22;35;BRISONr_146;2015;KAL;1;HN_WF;B2;301;318;152;196;107;117.14;NA;NA;NA;NA;408;2;NA;NA;NA;NA;NA;27.1;13.9;398
21;30;BRISONr_147;2015;KAL;1;HN_WF;B2;301;318;148;192;101;119.33;NA;NA;NA;NA;592;3;NA;NA;NA;NA;NA;29.6;14.2;408
22;30;BRISONr_148;2015;KAL;1;HN_WF;B2;301;318;152;198;99.33;115.18;NA;NA;NA;NA;560;3;NA;NA;NA;NA;NA;31.4;14.6;368
22;31;BRISONr_149;2015;KAL;1;HN_WF;B2;301;317;154;198;104.67;99.73;NA;NA;NA;NA;592;0;NA;NA;NA;NA;NA;37.4;14.6;445
20;29;BRISONr_150;2015;KAL;1;HN_WF;B2;301;318;153;197;95.67;102.91;NA;NA;NA;NA;408;4;NA;NA;NA;NA;NA;30.4;13.9;412
22;29;BRISONr_151;2015;KAL;1;HN_WF;B2;301;318;154;199;92.33;100.06;NA;NA;NA;NA;568;4;NA;NA;NA;NA;NA;41.3;15.8;436
21;32;BRISONr_152;2015;KAL;1;HN_WF;B2;301;318;156;197;102;103.42;NA;NA;NA;NA;416;3;NA;NA;NA;NA;NA;30.2;14.7;385
21;37;BRISONr_153;2015;KAL;1;HN_WF;B2;301;318;152;192;106.33;105.5;NA;NA;NA;NA;576;2;NA;NA;NA;NA;NA;31.1;14.3;376
22;33;BRISONr_154;2015;KAL;1;HN_WF;B2;301;319;152;197;99.33;105.96;NA;NA;NA;NA;464;4;NA;NA;NA;NA;NA;20.4;14.4;468
20;38;BRISONr_155;2015;KAL;1;HN_WF;B2;301;318;152;196;100.33;103.87;NA;NA;NA;NA;376;3;NA;NA;NA;NA;NA;20;13.9;365
20;26;BRISONr_156;2015;KAL;1;HN_WF;B2;301;318;152;196;115.67;91.89;NA;NA;NA;NA;432;1;NA;NA;NA;NA;NA;47.6;14;445
20;32;BRISONr_157;2015;KAL;1;HN_WF;B2;301;318;153;192;102;101.19;NA;NA;NA;NA;544;1;NA;NA;NA;NA;NA;32.7;15;420
21;33;BRISONr_158;2015;KAL;1;HN_WF;B2;301;317;154;191;99.33;95.09;NA;NA;NA;NA;520;2;NA;NA;NA;NA;NA;41.5;15.4;404
22;39;BRISONr_159;2015;KAL;1;HN_WF;B2;301;318;153;197;99.67;101.02;NA;NA;NA;NA;648;4;NA;NA;NA;NA;NA;33.4;15.1;327
20;30;BRISONr_160;2015;KAL;1;HN_WF;B2;301;317;156;197;101;109.22;1064;1955.12;NA;NA;504;1;NA;NA;NA;NA;NA;30.6;14.6;379
22;32;BRISONr_161;2015;KAL;1;HN_WF;B2;301;319;153;198;108.67;99.08;NA;NA;NA;NA;536;2;NA;NA;NA;NA;NA;26.3;13.1;377
20;33;BRISONr_162;2015;KAL;1;HN_WF;B2;301;318;154;197;95.33;112.27;NA;NA;NA;NA;536;2;NA;NA;NA;NA;NA;31.3;14.8;282
21;29;BRISONr_163;2015;KAL;1;HN_WF;B2;301;318;152;192;98;111.27;844.8;1690.72;NA;NA;480;3;NA;NA;NA;NA;NA;34.2;14.5;374
21;28;BRISONr_164;2015;KAL;1;HN_WF;B2;301;318;152;196;108.67;115.01;NA;NA;NA;NA;392;4;NA;NA;NA;NA;NA;42.7;15.4;399
21;31;BRISONr_165;2015;KAL;1;HN_WF;B2;301;318;152;197;107.33;111.6;NA;NA;NA;NA;456;3;NA;NA;NA;NA;NA;26.9;13.7;424
20;40;BRISONr_166;2015;KAL;1;HN_WF;B2;301;318;153;192;107;106.35;NA;NA;NA;NA;416;3;NA;NA;NA;NA;NA;36.2;15.5;350
22;27;BRISONr_167;2015;KAL;1;HN_WF;B2;301;318;153;196;120;102.1;NA;NA;NA;NA;624;3;NA;NA;NA;NA;NA;21.2;14;377
22;28;BRISONr_168;2015;KAL;1;HN_WF;B2;301;317;153;198;113.33;88.3;773.6;1746.16;NA;NA;424;3;NA;NA;NA;NA;NA;34;14.8;417
22;34;BRISONr_169;2015;KAL;1;HN_WF;B2;301;318;152;197;104.33;111.85;NA;NA;NA;NA;368;3;NA;NA;NA;NA;NA;36.2;15.8;353
22;25;BRISONr_170;2015;KAL;1;HN_WF;B2;301;319;147;192;98.67;102.27;1122.4;2034.24;NA;NA;792;1;NA;NA;NA;NA;NA;18.1;13.9;359
20;25;BRISONr_171;2015;KAL;1;HN_WF;B2;301;318;147;191;118.33;107.75;770.4;1626.88;NA;NA;608;1;NA;NA;NA;NA;NA;10.5;13.6;387
17;25;BRISONr_172;2015;KAL;1;HN_WF;B2;301;320;144;190;120;94.92;601.6;1280.88;NA;NA;312;3;NA;NA;NA;NA;NA;40;14.6;416
16;25;BRISONr_173;2015;KAL;1;HN_WF;B2;301;317;144;192;118.33;91.56;857.6;1900.4;NA;NA;616;2;NA;NA;NA;NA;NA;34;15;262
19;25;BRISONr_174;2015;KAL;1;HN_WF;B2;301;317;147;190;111.67;79.09;952.8;2115.52;NA;NA;320;2;NA;NA;NA;NA;NA;19.9;13.3;389
18;25;BRISONr_175;2015;KAL;1;HN_WF;B2;301;318;147;188;119.67;86.44;772.8;1745.68;NA;NA;560;3;NA;NA;NA;NA;NA;26;13.4;364
21;25;BRISONr_176;2015;KAL;1;HN_WF;B2;301;318;148;190;131.33;102.24;1219.2;2550.8;NA;NA;640;1;NA;NA;NA;NA;NA;23.2;14;479
12;23;BRISONr_177;2015;KAL;1;HN_WF;B2;301;318;145;191;76.33;116.18;NA;NA;NA;NA;488;2;NA;NA;NA;NA;NA;32;14.1;423
16;21;BRISONr_178;2015;KAL;1;HN_WF;B2;301;320;147;188;74.33;121.87;NA;NA;NA;NA;488;2;NA;NA;NA;NA;NA;NA;NA;446
12;24;BRISONr_179;2015;KAL;1;HN_WF;B2;301;319;147;192;80;129.75;NA;NA;NA;NA;416;1;NA;NA;NA;NA;NA;25.1;14.2;419
14;24;BRISONr_180;2015;KAL;1;HN_WF;B2;301;319;148;188;83.67;126.74;NA;NA;NA;NA;680;1;NA;NA;NA;NA;NA;25.4;14.3;463
12;22;BRISONr_181;2015;KAL;1;HN_WF;B2;301;318;145;192;83;119.96;NA;NA;NA;NA;544;1;NA;NA;NA;NA;NA;26.2;13.5;385
17;23;BRISONr_182;2015;KAL;1;HN_WF;B2;301;319;145;190;75.67;NA;NA;NA;NA;NA;632;2;NA;NA;NA;NA;NA;35.3;15.4;434
20;24;BRISONr_183;2015;KAL;1;HN_WF;B2;301;319;146;191;82.33;121.66;NA;NA;NA;NA;544;1;NA;NA;NA;NA;NA;35.7;14.1;444
20;23;BRISONr_184;2015;KAL;1;HN_WF;B2;301;318;145;188;85.33;103.18;763.2;1330.64;NA;NA;520;3;NA;NA;NA;NA;NA;34.2;15.4;84
13;23;BRISONr_185;2015;KAL;1;HN_WF;B2;301;319;145;189;80;117.01;NA;NA;NA;NA;648;2;NA;NA;NA;NA;NA;17.6;14.2;261
12;21;BRISONr_186;2015;KAL;1;HN_WF;B2;301;318;145;191;74.67;129.5;NA;NA;NA;NA;576;1;NA;NA;NA;NA;NA;22.7;13.6;373
14;23;BRISONr_187;2015;KAL;1;HN_WF;B2;301;318;144;188;91.33;109.33;NA;NA;NA;NA;888;1;NA;NA;NA;NA;NA;23.7;14.7;377
21;21;BRISONr_188;2015;KAL;1;HN_WF;B2;301;318;147;191;87.33;106.51;NA;NA;NA;NA;536;3;NA;NA;NA;NA;NA;27.2;14.9;432
19;22;BRISONr_189;2015;KAL;1;HN_WF;B2;301;318;145;188;78;107.07;860;NA;NA;NA;632;1;NA;NA;NA;NA;NA;25.4;14.3;390
18;21;BRISONr_190;2015;KAL;1;HN_WF;B2;301;318;147;191;82.33;104.82;NA;NA;NA;NA;472;2;NA;NA;NA;NA;NA;56.1;16.4;412
19;24;BRISONr_191;2015;KAL;1;HN_WF;B2;301;318;144;197;80.67;129.79;NA;NA;NA;NA;600;0;NA;NA;NA;NA;NA;28.1;13.8;416
18;24;BRISONr_192;2015;KAL;1;HN_WF;B2;301;317;148;191;89.33;108.91;NA;NA;NA;NA;744;0;NA;NA;NA;NA;NA;26.1;13.7;455
13;24;BRISONr_193;2015;KAL;1;HN_WF;B2;301;319;148;192;84.5;105.44;NA;NA;NA;NA;696;0;NA;NA;NA;NA;NA;24.7;14.6;436
15;21;BRISONr_194;2015;KAL;1;HN_WF;B2;301;318;145;188;86;93.39;NA;NA;NA;NA;520;2;NA;NA;NA;NA;NA;37.8;14.1;439
16;24;BRISONr_195;2015;KAL;1;HN_WF;B2;301;319;147;190;86.67;111.83;NA;NA;NA;NA;416;2;NA;NA;NA;NA;NA;23.8;13.8;481
21;24;BRISONr_196;2015;KAL;1;HN_WF;B2;301;317;146;191;89;109.53;NA;NA;NA;NA;424;4;NA;NA;NA;NA;NA;20.4;14.8;62
16;22;BRISONr_197;2015;KAL;1;HN_WF;B2;301;317;146;188;77.67;99.49;NA;NA;NA;NA;520;4;NA;NA;NA;NA;NA;22.4;13.8;326
14;22;BRISONr_198;2015;KAL;1;HN_WF;B2;301;317;147;191;89;97.9;NA;NA;NA;NA;440;3;NA;NA;NA;NA;NA;22.8;13.8;359
20;21;BRISONr_199;2015;KAL;1;HN_WF;B2;301;319;147;188;93.33;105.33;NA;NA;NA;NA;544;2;NA;NA;NA;NA;NA;28.8;14.1;358
15;23;BRISONr_200;2015;KAL;1;HN_WF;B2;301;319;148;192;88;127.42;NA;NA;NA;NA;336;1;NA;NA;NA;NA;NA;13;16.4;428
22;21;BRISONr_201;2015;KAL;1;HN_WF;B2;301;319;148;189;79.67;100.04;NA;NA;NA;NA;424;4;NA;NA;NA;NA;NA;23.9;12.6;378
20;22;BRISONr_202;2015;KAL;1;HN_WF;B2;301;319;148;192;85;118.23;NA;NA;NA;NA;344;2;NA;NA;NA;NA;NA;21.3;13.4;332
17;24;BRISONr_203;2015;KAL;1;HN_WF;B2;301;318;146;189;93.67;108.19;NA;NA;NA;NA;456;2;NA;NA;NA;NA;NA;25.4;14.6;393
22;22;BRISONr_204;2015;KAL;1;HN_WF;B2;301;320;147;192;75;125.99;692.8;1148.88;NA;NA;368;3;NA;NA;NA;NA;NA;31.3;14;381
22;23;BRISONr_205;2015;KAL;1;HN_WF;B2;301;318;152;189;94.33;100.99;NA;NA;NA;NA;496;3;NA;NA;NA;NA;NA;35.1;15.7;274
15;24;BRISONr_206;2015;KAL;1;HN_WF;B2;301;318;144;188;106.33;101.14;NA;NA;NA;NA;344;2;NA;NA;NA;NA;NA;34.9;14.2;494
22;24;BRISONr_207;2015;KAL;1;HN_WF;B2;301;319;147;192;81;108.55;NA;NA;NA;NA;496;1;NA;NA;NA;NA;NA;38;15.8;487
19;23;BRISONr_208;2015;KAL;1;HN_WF;B2;301;318;145;191;90.67;111.49;NA;NA;NA;NA;584;1;NA;NA;NA;NA;NA;31.1;14.6;489
16;23;BRISONr_209;2015;KAL;1;HN_WF;B2;301;318;146;191;97.33;106.46;NA;NA;NA;NA;384;1;NA;NA;NA;NA;NA;14.8;12.8;470
18;22;BRISONr_210;2015;KAL;1;HN_WF;B2;301;318;145;188;87.67;102.63;875.2;1751.36;NA;NA;520;4;NA;NA;NA;NA;NA;23.8;13.9;127
13;22;BRISONr_211;2015;KAL;1;HN_WF;B2;301;318;144;188;104.33;83.84;NA;NA;NA;NA;448;1;NA;NA;NA;NA;NA;2.2;14.7;266
17;21;BRISONr_212;2015;KAL;1;HN_WF;B2;301;317;147;188;107.33;105.38;NA;NA;NA;NA;424;4;NA;NA;NA;NA;NA;39.4;14.1;410
18;23;BRISONr_213;2015;KAL;1;HN_WF;B2;301;319;148;197;94.67;118.13;NA;NA;NA;NA;464;2;NA;NA;NA;NA;NA;24.7;14.2;367
21;23;BRISONr_214;2015;KAL;1;HN_WF;B2;301;319;150;197;85.17;119.45;1117.6;NA;NA;NA;672;4;NA;NA;NA;NA;NA;39;13.4;407
14;21;BRISONr_215;2015;KAL;1;HN_WF;B2;301;319;148;189;88.33;119.78;NA;NA;NA;NA;464;0;NA;NA;NA;NA;NA;31;14;388
19;21;BRISONr_216;2015;KAL;1;HN_WF;B2;301;318;152;197;83;120.52;NA;NA;NA;NA;368;2;NA;NA;NA;NA;NA;16.5;13.4;354
21;22;BRISONr_217;2015;KAL;1;HN_WF;B2;301;317;145;192;85;129.24;NA;NA;NA;NA;408;2;NA;NA;NA;NA;NA;17;14.1;379
15;22;BRISONr_218;2015;KAL;1;HN_WF;B2;301;317;146;192;81.67;136.21;NA;NA;NA;NA;504;1;NA;NA;NA;NA;NA;20.9;13;382
13;21;BRISONr_219;2015;KAL;1;HN_WF;B2;301;318;156;196;84.33;93.72;NA;NA;NA;NA;552;1;NA;NA;NA;NA;NA;32.8;13.8;383
17;22;BRISONr_220;2015;KAL;1;HN_WF;B2;301;320;154;196;77.33;115.87;NA;NA;NA;NA;504;1;NA;NA;NA;NA;NA;26.4;14.5;378
